"S_No","Price","Date of Transfer","Postcode","Town/City","District","County","Short Postcode"
312,350000,2019,"TN14 5FY","SEVENOAKS","SEVENOAKS","KENT","TN14 "
313,125000,2019,"CT9 2DJ","MARGATE","THANET","KENT","CT9 2"
314,126500,2019,"CT9 2DF","MARGATE","THANET","KENT","CT9 2"
315,240000,2019,"ME19 5GD","WEST MALLING","TONBRIDGE AND MALLING","KENT","ME19 "
316,179950,2019,"TN12 0AW","TONBRIDGE","MAIDSTONE","KENT","TN12 "
317,189995,2019,"CT16 3PR","DOVER","DOVER","KENT","CT16 "
318,325000,2019,"TN15 9HP","SEVENOAKS","TONBRIDGE AND MALLING","KENT","TN15 "
319,197000,2019,"ME19 5GQ","WEST MALLING","TONBRIDGE AND MALLING","KENT","ME19 "
320,195000,2019,"ME19 5GQ","WEST MALLING","TONBRIDGE AND MALLING","KENT","ME19 "
321,249950,2019,"ME19 5GQ","WEST MALLING","TONBRIDGE AND MALLING","KENT","ME19 "
322,240000,2019,"ME1 3FY","ROCHESTER","TONBRIDGE AND MALLING","KENT","ME1 3"
323,475000,2019,"ME14 4FB","MAIDSTONE","MAIDSTONE","KENT","ME14 "
324,176500,2019,"CT18 7SU","FOLKESTONE","SHEPWAY","KENT","CT18 "
325,430000,2019,"ME9 0HS","SITTINGBOURNE","SWALE","KENT","ME9 0"
326,266500,2019,"CT3 1AU","CANTERBURY","DOVER","KENT","CT3 1"
327,65000,2019,"CT15 6AG","DOVER","DOVER","KENT","CT15 "
328,385000,2019,"TN15 8QT","SEVENOAKS","TONBRIDGE AND MALLING","KENT","TN15 "
329,285000,2019,"CT4 5EH","CANTERBURY","CANTERBURY","KENT","CT4 5"
330,252000,2019,"TN13 2UB","SEVENOAKS","SEVENOAKS","KENT","TN13 "
331,226000,2019,"ME17 1SG","MAIDSTONE","MAIDSTONE","KENT","ME17 "
332,712000,2019,"TN12 6ND","TONBRIDGE","TUNBRIDGE WELLS","KENT","TN12 "
333,167500,2019,"CT17 0UR","DOVER","DOVER","KENT","CT17 "
334,103000,2019,"CT9 2HS","MARGATE","THANET","KENT","CT9 2"
335,107500,2019,"CT9 2HF","MARGATE","THANET","KENT","CT9 2"
336,395000,2019,"ME12 3SW","SHEERNESS","SWALE","KENT","ME12 "
337,407000,2019,"ME17 1JA","MAIDSTONE","MAIDSTONE","KENT","ME17 "
338,262500,2019,"TN4 0NX","TUNBRIDGE WELLS","TUNBRIDGE WELLS","KENT","TN4 0"
339,250000,2019,"CT13 9PX","SANDWICH","DOVER","KENT","CT13 "
340,472500,2019,"TN14 7JB","SEVENOAKS","SEVENOAKS","KENT","TN14 "
341,150000,2019,"CT9 2LN","MARGATE","THANET","KENT","CT9 2"
342,152500,2019,"CT9 2EP","MARGATE","THANET","KENT","CT9 2"
343,185000,2019,"TN15 8NY","SEVENOAKS","TONBRIDGE AND MALLING","KENT","TN15 "
344,90000,2019,"CT20 3AP","FOLKESTONE","SHEPWAY","KENT","CT20 "
345,105000,2019,"CT9 2HN","MARGATE","THANET","KENT","CT9 2"
346,250000,2019,"CT3 1AN","CANTERBURY","DOVER","KENT","CT3 1"
347,280000,2019,"TN15 0BQ","SEVENOAKS","SEVENOAKS","KENT","TN15 "
348,190000,2019,"ME20 6XE","AYLESFORD","TONBRIDGE AND MALLING","KENT","ME20 "
349,125000,2019,"CT9 2HN","MARGATE","THANET","KENT","CT9 2"
350,182000,2019,"DA11 9AJ","GRAVESEND","DARTFORD","KENT","DA11 "
351,227000,2019,"CT14 7DN","DEAL","DOVER","KENT","CT14 "
352,460000,2019,"TN25 4ER","ASHFORD","ASHFORD","KENT","TN25 "
353,15500,2019,"TN28 8RN","NEW ROMNEY","SHEPWAY","KENT","TN28 "
354,79000,2019,"CT15 6AG","DOVER","DOVER","KENT","CT15 "
355,11500,2019,"TN28 8RN","NEW ROMNEY","SHEPWAY","KENT","TN28 "
356,163000,2019,"ME9 9ED","SITTINGBOURNE","SWALE","KENT","ME9 9"
357,230000,2019,"CT20 3AE","FOLKESTONE","SHEPWAY","KENT","CT20 "
358,18000,2019,"TN28 8RN","NEW ROMNEY","SHEPWAY","KENT","TN28 "
359,255000,2019,"TN25 5EY","ASHFORD","ASHFORD","KENT","TN25 "
360,120000,2019,"CT9 2EP","MARGATE","THANET","KENT","CT9 2"
361,150000,2019,"TN15 9HE","SEVENOAKS","TONBRIDGE AND MALLING","KENT","TN15 "
362,125000,2019,"DA4 9NB","DARTFORD","SEVENOAKS","KENT","DA4 9"
363,175000,2019,"TN29 9BU","ROMNEY MARSH","SHEPWAY","KENT","TN29 "
364,372000,2019,"ME19 4EQ","WEST MALLING","TONBRIDGE AND MALLING","KENT","ME19 "
365,290000,2019,"TN12 0RJ","TONBRIDGE","MAIDSTONE","KENT","TN12 "
366,150000,2019,"CT9 3JL","MARGATE","THANET","KENT","CT9 3"
367,99500,2019,"CT16 3PP","DOVER","DOVER","KENT","CT16 "
368,225000,2019,"ME1 3XS","ROCHESTER","TONBRIDGE AND MALLING","KENT","ME1 3"
369,195000,2019,"CT14 8JH","DEAL","DOVER","KENT","CT14 "
370,194000,2019,"CT9 2EP","MARGATE","THANET","KENT","CT9 2"
371,132500,2019,"CT16 3LA","DOVER","DOVER","KENT","CT16 "
372,241500,2019,"TN4 0QA","TUNBRIDGE WELLS","TUNBRIDGE WELLS","KENT","TN4 0"
373,238000,2019,"ME19 5GB","WEST MALLING","TONBRIDGE AND MALLING","KENT","ME19 "
374,135000,2019,"CT9 2DJ","MARGATE","THANET","KENT","CT9 2"
375,555000,2019,"RH4 3NU","DORKING","MOLE VALLEY","SURREY","RH4 3"
376,370000,2019,"TN17 2EG","CRANBROOK","TUNBRIDGE WELLS","KENT","TN17 "
377,259000,2019,"ME19 5GQ","WEST MALLING","TONBRIDGE AND MALLING","KENT","ME19 "
378,240000,2019,"CT14 7FF","DEAL","DOVER","KENT","CT14 "
379,385000,2019,"DA2 7JR","DARTFORD","DARTFORD","KENT","DA2 7"
380,499950,2019,"KT20 6AD","TADWORTH","REIGATE AND BANSTEAD","SURREY","KT20 "
381,138000,2019,"KT20 6AN","TADWORTH","REIGATE AND BANSTEAD","SURREY","KT20 "
382,169000,2019,"TN27 9BQ","ASHFORD","MAIDSTONE","KENT","TN27 "
383,131000,2019,"CT14 7NB","DEAL","DOVER","KENT","CT14 "
384,210000,2019,"KT20 6AN","TADWORTH","REIGATE AND BANSTEAD","SURREY","KT20 "
385,325000,2019,"ME9 7TD","SITTINGBOURNE","SWALE","KENT","ME9 7"
386,355000,2019,"GU8 5FJ","GODALMING","WAVERLEY","SURREY","GU8 5"
387,248950,2019,"ME16 9FS","MAIDSTONE","TONBRIDGE AND MALLING","KENT","ME16 "
388,2850000,2019,"GU24 0LW","WOKING","GUILDFORD","SURREY","GU24 "
389,1080350,2019,"KT15 3PY","ADDLESTONE","RUNNYMEDE","SURREY","KT15 "
390,962000,2019,"RH1 5PD","REDHILL","TANDRIDGE","SURREY","RH1 5"
391,380000,2019,"RH6 0DQ","HORLEY","MOLE VALLEY","SURREY","RH6 0"
392,220000,2019,"TW19 7PG","STAINES-UPON-THAMES","SPELTHORNE","SURREY","TW19 "
393,245000,2019,"TW20 0QY","EGHAM","RUNNYMEDE","SURREY","TW20 "
394,315000,2019,"TW20 0QY","EGHAM","RUNNYMEDE","SURREY","TW20 "
395,22500,2019,"RH5 6SB","DORKING","GUILDFORD","SURREY","RH5 6"
396,50000,2019,"RH10 3HZ","CRAWLEY","TANDRIDGE","SURREY","RH10 "
397,75000,2019,"RH10 3HZ","CRAWLEY","TANDRIDGE","SURREY","RH10 "
398,50000,2019,"RH10 3HZ","CRAWLEY","TANDRIDGE","SURREY","RH10 "
399,274995,2019,"DA10 1BT","SWANSCOMBE","DARTFORD","KENT","DA10 "
400,230500,2019,"GU4 8DW","GUILDFORD","GUILDFORD","SURREY","GU4 8"
401,220000,2019,"GU22 9JN","WOKING","WOKING","SURREY","GU22 "
402,127950,2019,"DA4 9LP","DARTFORD","SEVENOAKS","KENT","DA4 9"
403,239950,2019,"TN12 6FP","TONBRIDGE","TUNBRIDGE WELLS","KENT","TN12 "
404,230000,2019,"GU22 9JN","WOKING","WOKING","SURREY","GU22 "
405,282000,2019,"GU22 9JN","WOKING","WOKING","SURREY","GU22 "
406,250000,2019,"ME12 3AR","SHEERNESS","SWALE","KENT","ME12 "
407,165000,2019,"CT3 1RQ","CANTERBURY","CANTERBURY","KENT","CT3 1"
408,182500,2019,"CT4 7TZ","CANTERBURY","CANTERBURY","KENT","CT4 7"
409,220000,2019,"GU4 8BG","GUILDFORD","GUILDFORD","SURREY","GU4 8"
410,679950,2019,"KT10 9DH","ESHER","ELMBRIDGE","SURREY","KT10 "
411,80000,2019,"ME19 5FJ","WEST MALLING","TONBRIDGE AND MALLING","KENT","ME19 "
412,176250,2019,"TN25 7FZ","ASHFORD","ASHFORD","KENT","TN25 "
413,225000,2019,"ME19 5GT","WEST MALLING","TONBRIDGE AND MALLING","KENT","ME19 "
414,227500,2019,"KT12 5BG","WALTON-ON-THAMES","ELMBRIDGE","SURREY","KT12 "
415,1865000,2019,"KT20 6AD","TADWORTH","REIGATE AND BANSTEAD","SURREY","KT20 "
416,335000,2019,"KT15 3DD","ADDLESTONE","WOKING","SURREY","KT15 "
417,195000,2019,"ME17 3NN","MAIDSTONE","MAIDSTONE","KENT","ME17 "
418,538000,2019,"CR5 3SE","COULSDON","REIGATE AND BANSTEAD","SURREY","CR5 3"
419,406500,2019,"RH6 0AS","HORLEY","MOLE VALLEY","SURREY","RH6 0"
420,280000,2019,"GU8 5FJ","GODALMING","WAVERLEY","SURREY","GU8 5"
421,160000,2019,"CT20 3AU","FOLKESTONE","SHEPWAY","KENT","CT20 "
422,299820,2019,"TN16 1HN","WESTERHAM","SEVENOAKS","KENT","TN16 "
423,1816000,2019,"TN3 0XH","TUNBRIDGE WELLS","TUNBRIDGE WELLS","KENT","TN3 0"
424,259950,2019,"ME16 9FS","MAIDSTONE","TONBRIDGE AND MALLING","KENT","ME16 "
425,6e+05,2019,"RH1 4NH","REDHILL","TANDRIDGE","SURREY","RH1 4"
426,399000,2019,"KT16 0BG","CHERTSEY","RUNNYMEDE","SURREY","KT16 "
427,399000,2019,"KT16 0BG","CHERTSEY","RUNNYMEDE","SURREY","KT16 "
428,360000,2019,"KT12 5EE","WALTON-ON-THAMES","ELMBRIDGE","SURREY","KT12 "
429,605000,2019,"DA12 4AB","GRAVESEND","GRAVESHAM","KENT","DA12 "
430,172995,2019,"CT9 2PP","MARGATE","THANET","KENT","CT9 2"
431,3e+05,2019,"GU24 9GF","WOKING","SURREY HEATH","SURREY","GU24 "
432,375000,2019,"KT12 5EE","WALTON-ON-THAMES","ELMBRIDGE","SURREY","KT12 "
433,132000,2019,"CT7 0QQ","BIRCHINGTON","THANET","KENT","CT7 0"
434,1e+05,2019,"CT9 2HS","MARGATE","THANET","KENT","CT9 2"
435,3e+05,2019,"TN18 4AU","CRANBROOK","TUNBRIDGE WELLS","KENT","TN18 "
436,850000,2019,"RH1 4QZ","REDHILL","TANDRIDGE","SURREY","RH1 4"
437,236995,2019,"ME1 3FJ","ROCHESTER","TONBRIDGE AND MALLING","KENT","ME1 3"
438,308000,2019,"TN28 8FR","NEW ROMNEY","SHEPWAY","KENT","TN28 "
439,370000,2019,"KT6 5RA","SURBITON","ELMBRIDGE","SURREY","KT6 5"
440,270000,2019,"GU7 3NF","GODALMING","WAVERLEY","SURREY","GU7 3"
441,460000,2019,"ME15 0ET","MAIDSTONE","MAIDSTONE","KENT","ME15 "
442,730000,2019,"TN12 7AJ","TONBRIDGE","TUNBRIDGE WELLS","KENT","TN12 "
443,395000,2019,"TN27 9AN","ASHFORD","ASHFORD","KENT","TN27 "
444,315000,2019,"GU24 9AQ","WOKING","SURREY HEATH","SURREY","GU24 "
445,380000,2019,"KT15 3DD","ADDLESTONE","WOKING","SURREY","KT15 "
446,595000,2019,"KT20 7AG","TADWORTH","REIGATE AND BANSTEAD","SURREY","KT20 "
447,370000,2019,"ME17 4AL","MAIDSTONE","MAIDSTONE","KENT","ME17 "
448,250000,2019,"TN15 8JP","SEVENOAKS","TONBRIDGE AND MALLING","KENT","TN15 "
449,417500,2019,"ME19 5DN","WEST MALLING","TONBRIDGE AND MALLING","KENT","ME19 "
450,370000,2019,"TN12 6PP","TONBRIDGE","MAIDSTONE","KENT","TN12 "
451,730000,2019,"TN8 7BN","EDENBRIDGE","SEVENOAKS","KENT","TN8 7"
452,425000,2019,"TN12 9SY","TONBRIDGE","MAIDSTONE","KENT","TN12 "
453,265000,2019,"CT3 1LH","CANTERBURY","DOVER","KENT","CT3 1"
454,113000,2019,"TN25 7DA","ASHFORD","ASHFORD","KENT","TN25 "
455,565000,2019,"TN15 8QE","SEVENOAKS","TONBRIDGE AND MALLING","KENT","TN15 "
456,248000,2019,"TN30 6HW","TENTERDEN","ASHFORD","KENT","TN30 "
457,775000,2019,"TN3 8HF","TUNBRIDGE WELLS","TUNBRIDGE WELLS","KENT","TN3 8"
458,245000,2019,"CT17 0UR","DOVER","DOVER","KENT","CT17 "
459,275000,2019,"TN12 0JL","TONBRIDGE","MAIDSTONE","KENT","TN12 "
460,210000,2019,"TN3 8HE","TUNBRIDGE WELLS","TUNBRIDGE WELLS","KENT","TN3 8"
461,250000,2019,"CT12 5AY","RAMSGATE","THANET","KENT","CT12 "
462,190000,2019,"TN18 4AW","CRANBROOK","TUNBRIDGE WELLS","KENT","TN18 "
463,172500,2019,"TN23 3RG","ASHFORD","ASHFORD","KENT","TN23 "
464,330000,2019,"DA13 0PZ","GRAVESEND","GRAVESHAM","KENT","DA13 "
465,220500,2019,"TN2 4PJ","TUNBRIDGE WELLS","TUNBRIDGE WELLS","KENT","TN2 4"
466,840000,2019,"TN11 8PT","TONBRIDGE","TONBRIDGE AND MALLING","KENT","TN11 "
467,875000,2019,"TN12 0ED","TONBRIDGE","MAIDSTONE","KENT","TN12 "
468,335000,2019,"CT12 4DW","RAMSGATE","THANET","KENT","CT12 "
469,1e+05,2019,"CT9 2ER","MARGATE","THANET","KENT","CT9 2"
470,144000,2019,"CT20 3DY","FOLKESTONE","SHEPWAY","KENT","CT20 "
471,2e+05,2019,"CT4 5EE","CANTERBURY","CANTERBURY","KENT","CT4 5"
472,418000,2019,"TN12 9AG","TONBRIDGE","MAIDSTONE","KENT","TN12 "
473,325000,2019,"CT14 0DG","DEAL","DOVER","KENT","CT14 "
474,238000,2019,"DA12 3LG","GRAVESEND","GRAVESHAM","KENT","DA12 "
475,325000,2019,"TN18 4AT","CRANBROOK","TUNBRIDGE WELLS","KENT","TN18 "
476,168000,2019,"ME15 6BP","MAIDSTONE","MAIDSTONE","KENT","ME15 "
477,3e+05,2019,"DA4 0EP","DARTFORD","SEVENOAKS","KENT","DA4 0"
478,495000,2019,"TN25 7HT","ASHFORD","ASHFORD","KENT","TN25 "
479,585000,2019,"DA13 9AX","GRAVESEND","GRAVESHAM","KENT","DA13 "
480,670000,2019,"CT4 6UE","CANTERBURY","SHEPWAY","KENT","CT4 6"
481,97500,2019,"TN3 8HY","TUNBRIDGE WELLS","TUNBRIDGE WELLS","KENT","TN3 8"
482,127000,2019,"CT20 3DL","FOLKESTONE","SHEPWAY","KENT","CT20 "
483,260000,2019,"DA2 8AU","DARTFORD","DARTFORD","KENT","DA2 8"
484,310000,2019,"ME13 9RE","FAVERSHAM","SWALE","KENT","ME13 "
485,185000,2019,"DA11 9AP","GRAVESEND","DARTFORD","KENT","DA11 "
486,170000,2019,"ME12 3AA","SHEERNESS","SWALE","KENT","ME12 "
487,460000,2019,"CT4 7NP","CANTERBURY","CANTERBURY","KENT","CT4 7"
488,2e+05,2019,"ME9 7DD","SITTINGBOURNE","SWALE","KENT","ME9 7"
489,287500,2019,"ME15 0JZ","MAIDSTONE","MAIDSTONE","KENT","ME15 "
490,215000,2019,"DA3 8PW","LONGFIELD","SEVENOAKS","KENT","DA3 8"
491,122500,2019,"ME14 2JH","MAIDSTONE","MAIDSTONE","KENT","ME14 "
492,9e+05,2019,"ME13 9TY","FAVERSHAM","SWALE","KENT","ME13 "
493,120000,2019,"CT9 2EA","MARGATE","THANET","KENT","CT9 2"
494,125000,2019,"ME14 2JH","MAIDSTONE","MAIDSTONE","KENT","ME14 "
495,319000,2019,"DA13 0QF","GRAVESEND","GRAVESHAM","KENT","DA13 "
496,170000,2019,"CT14 7NB","DEAL","DOVER","KENT","CT14 "
497,270000,2019,"CT15 7DR","DOVER","DOVER","KENT","CT15 "
498,24000,2019,"GU16 6PA","CAMBERLEY","SURREY HEATH","SURREY","GU16 "
499,285000,2019,"GU24 9GF","WOKING","SURREY HEATH","SURREY","GU24 "
500,1570000,2019,"GU12 6GZ","ALDERSHOT","GUILDFORD","SURREY","GU12 "
501,23500,2019,"TN28 8RN","NEW ROMNEY","SHEPWAY","KENT","TN28 "
502,43944160,2019,"KT16 0RL","CHERTSEY","RUNNYMEDE","SURREY","KT16 "
503,62500,2019,"CT15 6AG","DOVER","DOVER","KENT","CT15 "
504,77500,2019,"CT9 2HG","MARGATE","THANET","KENT","CT9 2"
505,360000,2019,"TN12 0RW","TONBRIDGE","MAIDSTONE","KENT","TN12 "
506,295000,2019,"TN25 6JX","ASHFORD","FOLKESTONE AND HYTHE","KENT","TN25 "
507,274000,2019,"TN25 6JX","ASHFORD","FOLKESTONE AND HYTHE","KENT","TN25 "
508,319000,2019,"TN25 6JX","ASHFORD","FOLKESTONE AND HYTHE","KENT","TN25 "
509,158000,2019,"CT12 4EA","RAMSGATE","THANET","KENT","CT12 "
510,2e+05,2019,"ME1 3FJ","ROCHESTER","TONBRIDGE AND MALLING","KENT","ME1 3"
511,2e+05,2019,"ME1 3FJ","ROCHESTER","TONBRIDGE AND MALLING","KENT","ME1 3"
512,205000,2019,"RH6 9TJ","HORLEY","TANDRIDGE","SURREY","RH6 9"
513,310000,2019,"RH8 9BZ","OXTED","TANDRIDGE","SURREY","RH8 9"
514,560000,2019,"KT20 7AG","TADWORTH","REIGATE AND BANSTEAD","SURREY","KT20 "
515,347500,2019,"KT12 5EE","WALTON-ON-THAMES","ELMBRIDGE","SURREY","KT12 "
516,350000,2019,"RH6 0HX","HORLEY","MOLE VALLEY","SURREY","RH6 0"
517,270000,2019,"TN24 0SY","ASHFORD","ASHFORD","KENT","TN24 "
518,121250,2019,"CT14 7NG","DEAL","DOVER","KENT","CT14 "
519,267500,2019,"CT14 7DN","DEAL","DOVER","KENT","CT14 "
520,225000,2019,"CT14 7NG","DEAL","DOVER","KENT","CT14 "
521,365000,2019,"CT7 0QP","BIRCHINGTON","THANET","KENT","CT7 0"
522,190000,2019,"CT18 7SU","FOLKESTONE","SHEPWAY","KENT","CT18 "
523,114000,2019,"CT9 2DJ","MARGATE","THANET","KENT","CT9 2"
524,20000,2019,"CT14 7NG","DEAL","DOVER","KENT","CT14 "
525,105000,2019,"CT9 2DH","MARGATE","THANET","KENT","CT9 2"
526,150000,2019,"DA4 9ND","DARTFORD","SEVENOAKS","KENT","DA4 9"
527,2e+05,2019,"TN4 0SA","TUNBRIDGE WELLS","TUNBRIDGE WELLS","KENT","TN4 0"
528,182000,2019,"CT14 7HH","DEAL","DOVER","KENT","CT14 "
529,193000,2019,"ME19 5GJ","WEST MALLING","TONBRIDGE AND MALLING","KENT","ME19 "
530,120000,2019,"CT9 2LL","MARGATE","THANET","KENT","CT9 2"
531,780000,2019,"CT3 1LP","CANTERBURY","DOVER","KENT","CT3 1"
532,271000,2019,"ME1 3FY","ROCHESTER","TONBRIDGE AND MALLING","KENT","ME1 3"
533,1360000,2019,"TN15 0AR","SEVENOAKS","SEVENOAKS","KENT","TN15 "
534,255000,2019,"ME1 3FY","ROCHESTER","TONBRIDGE AND MALLING","KENT","ME1 3"
535,353000,2019,"TN14 5GR","SEVENOAKS","SEVENOAKS","KENT","TN14 "
536,385000,2019,"TN14 5GR","SEVENOAKS","SEVENOAKS","KENT","TN14 "
537,241000,2019,"KT16 0PH","CHERTSEY","RUNNYMEDE","SURREY","KT16 "
538,199000,2019,"KT23 3ET","LEATHERHEAD","MOLE VALLEY","SURREY","KT23 "
539,220000,2019,"GU8 5SY","GODALMING","WAVERLEY","SURREY","GU8 5"
540,172000,2019,"GU10 2JA","FARNHAM","WAVERLEY","SURREY","GU10 "
541,180000,2019,"TW20 0RR","EGHAM","RUNNYMEDE","SURREY","TW20 "
542,170000,2019,"TN11 9LF","TONBRIDGE","TONBRIDGE AND MALLING","KENT","TN11 "
543,72000,2019,"CT14 8EU","DEAL","DOVER","KENT","CT14 "
544,79000,2019,"CT15 6AG","DOVER","DOVER","KENT","CT15 "
545,250000,2019,"GU21 2PN","WOKING","WOKING","SURREY","GU21 "
546,330000,2019,"KT20 6DH","TADWORTH","REIGATE AND BANSTEAD","SURREY","KT20 "
547,75000,2019,"CT14 8EU","DEAL","DOVER","KENT","CT14 "
548,28000,2019,"GU16 6PA","CAMBERLEY","SURREY HEATH","SURREY","GU16 "
549,480000,2019,"ME17 3HT","MAIDSTONE","MAIDSTONE","KENT","ME17 "
550,17000,2019,"TN28 8RN","NEW ROMNEY","FOLKESTONE AND HYTHE","KENT","TN28 "
551,37500,2019,"ME12 4LN","SHEERNESS","SWALE","KENT","ME12 "
552,125000,2019,"CT9 2HT","MARGATE","THANET","KENT","CT9 2"
553,141250,2019,"TN4 0HE","TUNBRIDGE WELLS","TUNBRIDGE WELLS","KENT","TN4 0"
554,265000,2019,"ME9 7QG","SITTINGBOURNE","SWALE","KENT","ME9 7"
555,187500,2019,"TN28 8PN","NEW ROMNEY","FOLKESTONE AND HYTHE","KENT","TN28 "
556,191250,2019,"ME19 5SN","WEST MALLING","TONBRIDGE AND MALLING","KENT","ME19 "
557,285000,2019,"TN13 2DN","SEVENOAKS","SEVENOAKS","KENT","TN13 "
558,110000,2019,"CT9 2HA","MARGATE","THANET","KENT","CT9 2"
559,560000,2019,"DA4 0JZ","DARTFORD","SEVENOAKS","KENT","DA4 0"
560,107000,2019,"CT9 3BG","MARGATE","THANET","KENT","CT9 3"
561,92000,2019,"CT12 6BX","RAMSGATE","THANET","KENT","CT12 "
562,240000,2019,"TN12 6FP","TONBRIDGE","TUNBRIDGE WELLS","KENT","TN12 "
563,255000,2019,"TN12 0DZ","TONBRIDGE","MAIDSTONE","KENT","TN12 "
564,680000,2019,"ME15 0QY","MAIDSTONE","MAIDSTONE","KENT","ME15 "
565,325000,2019,"CT7 0QQ","BIRCHINGTON","THANET","KENT","CT7 0"
566,320000,2019,"KT20 7ST","TADWORTH","REIGATE AND BANSTEAD","SURREY","KT20 "
567,248995,2019,"ME1 3GT","ROCHESTER","TONBRIDGE AND MALLING","KENT","ME1 3"
568,209995,2019,"DA10 1BT","SWANSCOMBE","DARTFORD","KENT","DA10 "
569,224500,2019,"RH1 3BG","REDHILL","REIGATE AND BANSTEAD","SURREY","RH1 3"
570,225000,2019,"TN15 7QA","SEVENOAKS","TONBRIDGE AND MALLING","KENT","TN15 "
571,189953,2019,"TN28 8NA","NEW ROMNEY","FOLKESTONE AND HYTHE","KENT","TN28 "
572,189952,2019,"TN28 8NA","NEW ROMNEY","FOLKESTONE AND HYTHE","KENT","TN28 "
573,213750,2019,"TN28 8NA","NEW ROMNEY","FOLKESTONE AND HYTHE","KENT","TN28 "
574,204250,2019,"TN28 8NA","NEW ROMNEY","FOLKESTONE AND HYTHE","KENT","TN28 "
575,630000,2019,"CT4 6ED","CANTERBURY","CANTERBURY","KENT","CT4 6"
576,550000,2019,"TN11 8LB","TONBRIDGE","SEVENOAKS","KENT","TN11 "
577,245000,2019,"KT20 7ST","TADWORTH","REIGATE AND BANSTEAD","SURREY","KT20 "
578,558000,2019,"RH5 6BH","DORKING","GUILDFORD","SURREY","RH5 6"
579,1300000,2019,"CT16 3PU","DOVER","DOVER","KENT","CT16 "
580,42000,2019,"CT16 2HQ","DOVER","DOVER","KENT","CT16 "
581,229950,2019,"RH1 3BG","REDHILL","REIGATE AND BANSTEAD","SURREY","RH1 3"
582,185000,2019,"CT16 3QA","DOVER","DOVER","KENT","CT16 "
583,78263,2019,"DA11 9GT","GRAVESEND","GRAVESHAM","KENT","DA11 "
584,75310,2019,"DA11 9GQ","GRAVESEND","GRAVESHAM","KENT","DA11 "
585,75310,2019,"DA11 9GQ","GRAVESEND","GRAVESHAM","KENT","DA11 "
586,246995,2019,"ME1 3GT","ROCHESTER","TONBRIDGE AND MALLING","KENT","ME1 3"
587,350000,2019,"TN24 0YY","ASHFORD","ASHFORD","KENT","TN24 "
588,4e+05,2019,"KT15 3NA","ADDLESTONE","RUNNYMEDE","SURREY","KT15 "
589,142000,2019,"KT16 0JX","CHERTSEY","RUNNYMEDE","SURREY","KT16 "
590,550000,2019,"TN25 4ER","ASHFORD","ASHFORD","KENT","TN25 "
591,265000,2019,"GU22 9JR","WOKING","WOKING","SURREY","GU22 "
592,835000,2019,"TN12 9QJ","TONBRIDGE","MAIDSTONE","KENT","TN12 "
593,204250,2019,"TN28 8NA","NEW ROMNEY","FOLKESTONE AND HYTHE","KENT","TN28 "
594,213750,2019,"TN28 8NA","NEW ROMNEY","FOLKESTONE AND HYTHE","KENT","TN28 "
595,175000,2019,"CT14 7NB","DEAL","DOVER","KENT","CT14 "
596,150000,2019,"CT9 2HX","MARGATE","THANET","KENT","CT9 2"
597,249995,2019,"ME1 3GT","ROCHESTER","TONBRIDGE AND MALLING","KENT","ME1 3"
598,90000,2019,"CT12 6BX","RAMSGATE","THANET","KENT","CT12 "
599,255000,2019,"ME1 3FY","ROCHESTER","TONBRIDGE AND MALLING","KENT","ME1 3"
600,3e+05,2019,"CT3 2DA","CANTERBURY","DOVER","KENT","CT3 2"
601,280000,2019,"CT3 1HP","CANTERBURY","DOVER","KENT","CT3 1"
602,242500,2019,"CT9 2LB","MARGATE","THANET","KENT","CT9 2"
603,535000,2019,"TN17 2BX","CRANBROOK","TUNBRIDGE WELLS","KENT","TN17 "
604,147500,2019,"GU12 6AG","ALDERSHOT","GUILDFORD","SURREY","GU12 "
605,210000,2019,"GU12 6PA","ALDERSHOT","GUILDFORD","SURREY","GU12 "
606,590000,2019,"GU24 8DY","WOKING","SURREY HEATH","SURREY","GU24 "
607,110000,2019,"ME12 4DF","SHEERNESS","SWALE","KENT","ME12 "
608,345000,2019,"DA2 7JR","DARTFORD","DARTFORD","KENT","DA2 7"
609,4e+05,2019,"RH7 6PY","LINGFIELD","TANDRIDGE","SURREY","RH7 6"
610,162000,2019,"TN29 0XW","ROMNEY MARSH","FOLKESTONE AND HYTHE","KENT","TN29 "
611,284000,2019,"GU16 6FE","CAMBERLEY","SURREY HEATH","SURREY","GU16 "
612,297000,2019,"GU16 6FE","CAMBERLEY","SURREY HEATH","SURREY","GU16 "
613,299950,2019,"GU16 6FE","CAMBERLEY","SURREY HEATH","SURREY","GU16 "
614,3e+05,2019,"GU16 6FE","CAMBERLEY","SURREY HEATH","SURREY","GU16 "
615,290000,2019,"GU16 6FE","CAMBERLEY","SURREY HEATH","SURREY","GU16 "
616,298000,2019,"GU16 6FE","CAMBERLEY","SURREY HEATH","SURREY","GU16 "
617,1275000,2019,"GU24 9QR","WOKING","SURREY HEATH","SURREY","GU24 "
618,209995,2019,"DA10 1BT","SWANSCOMBE","DARTFORD","KENT","DA10 "
619,325000,2019,"RH6 0AS","HORLEY","MOLE VALLEY","SURREY","RH6 0"
620,10000,2019,"TN28 8RN","NEW ROMNEY","FOLKESTONE AND HYTHE","KENT","TN28 "
621,472302,2019,"GU12 6TE","ALDERSHOT","GUILDFORD","SURREY","GU12 "
622,245000,2019,"TN14 5FU","SEVENOAKS","SEVENOAKS","KENT","TN14 "
